identifier;type;ra [°];dec [°];redshift
3HSPJ012713.9+032301;BL Lac;21,80808;3,38353;
PMN J0127-4813;;21,81183;-48,22558;
5BZBJ0127-0821;BL Lac;21,81796;-8,35803;0,360
3HSPJ012722.1+211442;BL Lac;21,84212;21,24500;0,350
5BZBJ0127-0013;BL Lac;21,96179;-0,22961;0,440
4FGL J0128.2-1722;;22,00580;-17,37340;
5BZGJ0128+4901;;22,03358;49,01833;0,067
MG4 J012818+4405;;22,10846;44,07513;
5BZUJ0128+4439;;22,17225;44,65500;0,228
3HSPJ012917.9-034402;BL Lac;22,32467;-3,73392;0,430
TXS 0126+343;;22,43115;34,61631;
PKS 0127+145;;22,48061;14,77995;1,631
5BZQJ0130-1019;FSRQ;22,53708;-10,31881;1,005
3HSPJ013025.7-212839;BL Lac;22,60725;-21,47747;0,300
5BZQJ0130+0842;FSRQ;22,61517;8,71283;0,725
MG1 J013030+1843;;22,62769;18,72274;
5BZBJ0131+6120;BL Lac;22,78012;61,34261;
3HSPJ013113.8+554513;BL Lac;22,80758;55,75361;0,036
5BZQJ0131+3834;FSRQ;22,86129;38,57755;1,277
3HSPJ013241.1-080405;BL Lac;23,17138;-8,06803;0,149
5BZQJ0132-1654;FSRQ;23,18112;-16,91344;1,020
3FGL J0133.3+4324;;23,18386;43,42574;
5BZUJ0133-5200;;23,27400;-52,00108;
5BZBJ0133-4414;BL Lac;23,27654;-44,23928;
3HSPJ013309.3-453524;BL Lac;23,28867;-45,59000;
3HSPJ013312.1-351917;BL Lac;23,30054;-35,32128;0,174
4FGL J0133.7-5527;;23,53671;-55,43817;
5BZBJ0134+2638;BL Lac;23,61746;26,64525;0,260
5BZQJ0134-3843;FSRQ;23,63346;-38,72594;2,140
3FGL J0135.0+6927;;23,66984;69,41969;
NVWJ0134.0+0800;;23,70510;8,01340;
3HSPJ013507.0+025543;BL Lac;23,77934;2,92850;0,372
3HSPJ013523.6-272813;BL Lac;23,84842;-27,47030;0,248
5BZQJ0135-2008;FSRQ;23,90629;-20,14608;1,141
3HSPJ013548.7-201347;BL Lac;23,95304;-20,22972;0,370
5BZQJ0136-4044;FSRQ;24,02758;-40,73886;0,649
3HSPJ013626.7+302012;BL Lac;24,11121;30,33658;0,330
NVWJ0136.7-1644;;24,11810;-16,73380;
4FGL J0136.8+2032;;24,13410;20,47150;
5BZBJ0136+3905;BL Lac;24,13579;39,09978;
5BZQJ0136+4751;FSRQ;24,24413;47,85808;0,859
5BZQJ0137+3122;FSRQ;24,28638;31,37661;1,716
5BZQJ0137-2430;FSRQ;24,40979;-24,51497;0,835
5BZBJ0137+5814;BL Lac;24,46029;58,23647;
3HSPJ013801.1+224809;BL Lac;24,50467;22,80242;0,260
3HSPJ013803.7-215531;BL Lac;24,51554;-21,92525;0,250
5BZQJ0138-2711;FSRQ;24,54092;-27,19108;2,999
5BZBJ0138-1754;BL Lac;24,54875;-17,90378;0,530
PMN J0138-4614;;24,64175;-46,23764;
3HSPJ013834.5+245837;BL Lac;24,64392;24,97705;0,550
4FGL J0138.6+2923;;24,64718;29,36794;
5BZQJ0138-0540;FSRQ;24,71604;-5,66894;2,004
5BZQJ0138-2254;FSRQ;24,73946;-22,91314;1,895
87GB 013613.2+254538;;24,74644;26,00436;
3FGL J0139.9+8735;;24,80143;87,63267;
NVWJ0139.5+2431;;24,93640;24,52240;
5BZQJ0140-1532;FSRQ;25,01850;-15,54881;0,819
5BZBJ0140-0758;BL Lac;25,17029;-7,98031;0,360
5BZBJ0141-0928;BL Lac;25,35763;-9,47881;0,730
5BZQJ0141-0202;FSRQ;25,39079;-2,03931;1,281
5BZUJ0141+3923;;25,49063;39,39144;0,080
5BZBJ0142-0544;BL Lac;25,66200;-5,73369;
5BZQJ0143+4129;FSRQ;25,76325;41,48900;0,824
PMN J0143-3623;;25,78650;-36,38291;
5BZUJ0143-3200;;25,79221;-32,01575;0,375
4FGL J0143.3-0119;;25,81967;-1,31696;
5BZQJ0143-6813;FSRQ;25,83008;-68,22422;1,223
3HSPJ014347.2-012610;BL Lac;25,94646;-1,43600;0,600
5BZBJ0143-5845;BL Lac;25,94758;-58,76428;
3HSPJ014357.9-651228;BL Lac;25,99125;-65,20764;0,360
NVWJ0143.9-2054;;25,99650;-20,90440;
5BZBJ0144+2705;BL Lac;26,13979;27,08419;
5BZQJ0145-2733;FSRQ;26,26412;-27,55953;1,148
3HSPJ014522.9+045129;BL Lac;26,34538;4,85814;0,350
4FGL J0145.9+2319;;26,47044;23,32203;
3FGL J0146.4-6746;;26,47925;-67,77978;
3HSPJ014557.7-282621;BL Lac;26,49021;-28,43905;0,640
3HSPJ014558.0+213504;BL Lac;26,49166;21,58450;0,274
5BZGJ0146-0551;;26,56754;-5,85294;0,499
3HSPJ014620.2-024254;BL Lac;26,58417;-2,71500;0,529
2MASS J01462656+4606;;26,61052;46,10497;
5BZQJ0146-2727;FSRQ;26,66783;-27,46117;1,732
5BZGJ0146-5202;;26,70242;-52,04264;0,098
3HSPJ014715.9-000819;BL Lac;26,81608;-0,13850;0,473
4FGL J0147.6+1547;;26,82036;15,82887;
4FGL J0147.6-0825;;26,90994;-8,45501;
3HSPJ014748.7+203716;BL Lac;26,95292;20,62097;0,330
3HSPJ014753.7-602812;BL Lac;26,97358;-60,46992;0,380
NVSS J014804-132019;;27,01951;-13,33874;
3HSPJ014820.3+520205;BL Lac;27,08471;52,03469;0,240
5BZQJ0148+3854;FSRQ;27,10158;38,90144;1,442
5BZGJ0148+1402;;27,12375;14,03833;0,125
5BZBJ0148+0129;BL Lac;27,14079;1,48369;0,940
5BZQJ0148+4215;FSRQ;27,18575;42,25539;3,242
3HSPJ014918.3+203029;BL Lac;27,32604;20,50814;
5BZQJ0149+0555;FSRQ;27,34321;5,93156;2,345
NVWJ0149.8-1146;;27,37080;-11,77220;
GALEXASC J014941.36-;;27,39182;-7,55476;
3FGL J0145.6+8600;;27,39691;86,02094;
5BZQJ0149+1857;FSRQ;27,45717;18,95572;0,584
4FGL J0150.5-3337;;27,58749;-33,64018;
3HSPJ015044.5-545005;BL Lac;27,68542;-54,83472;0,280
3FGL J0151.0+0537;;27,75753;5,67620;
5BZQJ0151-3435;FSRQ;27,84787;-34,58720;1,310
5BZQJ0151+2744;FSRQ;27,86313;27,74494;1,260
3FGL J0151.0-3609;;27,86437;-36,10486;
3FGL J0152.2+3707;;28,05092;37,26824;
5BZQJ0152+2207;FSRQ;28,07525;22,11881;1,320
3HSPJ015219.9+364018;BL Lac;28,08275;36,67158;0,210
5BZQJ0152-1412;FSRQ;28,13333;-14,21094;1,350
5BZQJ0152-2942;FSRQ;28,14038;-29,71331;1,221
5BZGJ0152+0147;;28,16500;1,78811;0,080
5BZBJ0153+7517;;28,28067;75,29523;
5BZQJ0153-3310;FSRQ;28,29217;-33,17386;0,610
3HSPJ015313.2-110627;BL Lac;28,30487;-11,10753;0,320
NVWJ0153.3+5118;;28,34870;51,31370;
5BZGJ0153+7115;;28,35771;71,25180;0,020
5BZGJ0153-0118;;28,39304;-1,30233;0,245
5BZBJ0154+0823;BL Lac;28,51154;8,39753;0,681
5BZQJ0154-5107;FSRQ;28,58187;-51,13097;1,582
TXS 0151-028;;28,59500;-2,58159;
5BZQJ0154-1346;FSRQ;28,62229;-13,77653;1,010
4FGL J0154.5-6604;;28,63068;-66,07102;
5BZBJ0154+4433;BL Lac;28,72692;44,56053;
5BZQJ0154+4743;FSRQ;28,73454;47,72403;1,026
5BZQJ0155+0438;FSRQ;28,76554;4,64175;1,132
4FGL J0155.4-0625;;28,97213;-6,35945;
3HSPJ015553.7+053310;BL Lac;28,97354;5,55269;
5BZQJ0155+2230;FSRQ;28,99558;22,50331;1,456
4FGL J0156.1+1502;;29,00120;15,03690;
3HSPJ015608.2+054511;BL Lac;29,03417;5,75294;0,430
3HSPJ015624.5-242004;BL Lac;29,10225;-24,33436;
3FGL J0156.3+3913;;29,13087;39,24192;
4FGL J0156.6-1758;;29,15310;-18,01721;
3HSPJ015646.0-474417;BL Lac;29,19171;-47,73811;0,220
MG4 J015651+4648;;29,22740;46,80854;
5BZBJ0156-5302;BL Lac;29,24167;-53,03333;0,250
3HSPJ015700.7-323530;BL Lac;29,25283;-32,59153;0,330
3HSPJ015721.6-215852;BL Lac;29,33983;-21,98120;0,470
5BZQJ0157+7442;FSRQ;29,39567;74,71200;2,341
3HSPJ015743.9+003606;BL Lac;29,43292;0,60158;0,500
5BZQJ0157-4614;FSRQ;29,46304;-46,23978;2,287
3HSPJ015809.9+251541;BL Lac;29,54142;25,26136;0,158
4FGL J0158.5-5005;;29,57104;-50,07219;
5BZBJ0158-3932;BL Lac;29,65883;-39,53439;
5BZUJ0158+0101;;29,71987;1,02578;0,952
PMN J0159-4515;;29,77804;-45,26056;
5BZBJ0159+1047;BL Lac;29,89329;10,78486;0,195
NVWJ0159.2-0710;;29,90610;-7,17330;
5BZBJ0159-2740;BL Lac;29,93063;-27,67728;
3HSPJ015945.9+090002;;29,94110;9,00070;
3HSPJ015953.6+004815;BL Lac;29,97329;0,80419;0,652
3HSPJ015958.1-364313;BL Lac;29,99225;-36,72036;0,530
5BZQJ0159-5143;FSRQ;29,99913;-51,72631;2,390
3HSPJ020020.9-410936;BL Lac;30,08725;-41,15992;0,500
5BZBJ0200+2712;BL Lac;30,12271;27,21050;
5BZBJ0201+0034;BL Lac;30,27575;0,56672;0,298
3FGL J0200.9-6635;;30,28227;-66,63685;
3HSPJ020110.9-434655;BL Lac;30,29550;-43,78203;0,450
3HSPJ020121.8-225926;BL Lac;30,34075;-22,99053;0,180
5BZQJ0202+3943;FSRQ;30,50692;39,72267;0,780
5BZGJ0202-0559;;30,52858;-5,98336;0,189
5BZQJ0202-1948;FSRQ;30,55771;-19,80542;0,493
5BZBJ0202+0849;BL Lac;30,61004;8,82045;0,350
NVWJ0202.7+2943;BL Lac;30,66540;29,72360;
3HSPJ020239.7-313339;BL Lac;30,66542;-31,56069;0,550
PMN J0202-0302;;30,66637;-3,03554;
NVWJ0202.5+3132;;30,67520;31,53640;
5BZBJ0202+4205;;30,68187;42,08786;
3HSPJ020252.2-022321;BL Lac;30,71758;-2,38908;0,250
3HSPJ020314.1-323512;BL Lac;30,80867;-32,58672;0,350
5BZBJ0203+7232;BL Lac;30,88908;72,54825;
NVWJ0203.5+4927;;30,92880;49,46640;
5BZBJ0203+3042;BL Lac;30,93446;30,71050;0,761
3FGL J0203.6+3043;;30,93898;30,69142;
5BZQJ0203+1134;FSRQ;30,94442;11,57928;3,639
3HSPJ020356.1-244455;BL Lac;30,98358;-24,74853;0,520
5BZGJ0204+4005;;31,02167;40,08431;0,007
4FGL J0204.1-2919;;31,04398;-29,38449;
5BZBJ0204-3333;BL Lac;31,05329;-33,56142;0,617
3HSPJ020416.4-314458;BL Lac;31,06842;-31,74931;0,310
3HSPJ020421.5+241751;BL Lac;31,08975;24,29742;0,180
3HSPJ020430.1-213725;BL Lac;31,12538;-21,62364;
3HSPJ020441.7+004958;BL Lac;31,17358;0,83269;0,626
5BZUJ0204+1514;;31,21004;15,23639;0,833
5BZQJ0204-5146;FSRQ;31,21238;-51,78303;1,420
5BZQJ0204-1701;FSRQ;31,24029;-17,02217;1,740
5BZQJ0205+3212;FSRQ;31,27054;32,20836;1,466
5BZQJ0205+1444;FSRQ;31,30467;14,74233;2,850
5BZQJ0205+3932;FSRQ;31,30833;39,54916;0,454
3HSPJ020615.9-095718;BL Lac;31,56621;-9,95486;0,166
5BZQJ0206-1150;FSRQ;31,60867;-11,84436;1,663
4FGL J0206.4+3829;;31,61703;38,48987;
5BZQJ0206-6143;FSRQ;31,66667;-61,72561;0,732
SUMSS J020640-574948;;31,67039;-57,83026;
NVWJ0207.6-1833;;31,80470;-18,55880;
LCRS B020510.2-391118;;31,81504;-38,95086;
NVSS J020733-240202;;31,88916;-24,03395;
PMN J0207-1047;;31,91221;-10,79683;
5BZBJ0207-6837;BL Lac;31,96221;-68,63200;
GALEXASC J020754.55+;;31,97769;9,83718;
NVSS J020801+220241;;32,00409;22,04471;
5BZQJ0208-6216;FSRQ;32,00488;-62,27653;2,382
5BZBJ0208-0047;BL Lac;32,10979;-0,79567;
5BZBJ0208+3523;BL Lac;32,15900;35,38692;0,318
5BZBJ0209+4449;;32,32042;44,82969;0,270
5BZBJ0209-5229;BL Lac;32,34004;-52,48961;0,120
5BZQJ0209-0438;FSRQ;32,37821;-4,64058;1,128
5BZQJ0209+1352;FSRQ;32,40000;13,86686;0,631
3HSPJ020946.7+262531;BL Lac;32,44471;26,42522;0,680
5BZUJ0209+7229;;32,46579;72,49075;0,895
5BZQJ0210-1003;FSRQ;32,50087;-10,06505;1,976
2MASS J02100260+2517;;32,51062;25,29046;
PKS 0207-149;;32,59659;-14,74973;
5BZUJ0210-5101;;32,69250;-51,01719;1,003
3FGL J0211.7+5402;;32,73495;54,08692;
LEDA 1029376;;32,79140;-6,76391;
5BZBJ0211+1051;BL Lac;32,80492;10,85967;
3FGL J0211.2-0649;;32,82062;-6,73886;
5BZUJ0211-1558;;32,95733;-15,97192;0,177
3HSPJ021205.7-255758;BL Lac;33,02392;-25,96619;0,380
3HSPJ021216.9-022156;BL Lac;33,07034;-2,36547;0,250
1RXS J021206.0-25580;;33,12300;-25,97178;
5BZBJ0212-3503;BL Lac;33,12712;-35,05844;0,393
5BZBJ0212+2244;BL Lac;33,22009;22,74778;0,459
3FGL J0213.1-2720;;33,23050;-27,30504;
5BZBJ0213+1213;BL Lac;33,27158;12,21969;
5BZQJ0213+1820;FSRQ;33,29387;18,34039;1,817
NVWJ0213.0-0501;BL Lac;33,29930;-5,01743;
3HSPJ021358.7-695137;BL Lac;33,49454;-69,86028;0,340
PMN J0214-7027;;33,51862;-70,45172;
3HSPJ021409.8-473235;BL Lac;33,54092;-47,54311;0,280
3FGL J0214.7-5823;;33,54267;-58,36922;
3HSPJ021411.9-353734;BL Lac;33,54963;-35,62603;0,400
PKS 0212-620;;33,56752;-61,82602;
5BZGJ0214+5144;;33,57471;51,74778;0,049
4FGL J0214.6-4333;;33,66250;-43,55528;
3HSPJ021439.5-433329;;33,66450;-43,55810;
PMN J0214-3729;;33,75034;-37,48034;
3HSPJ021503.0+032536;BL Lac;33,76246;3,42669;0,310
3HSPJ021515.2-161738;BL Lac;33,81350;-16,29395;0,283
3HSPJ021517.9+755453;BL Lac;33,82458;75,91473;0,150
3FGL J0216.1-7016;;33,91296;-70,25022;
5BZQJ0215-0222;FSRQ;33,92508;-2,38244;1,177
3HSPJ021552.3-402344;BL Lac;33,96800;-40,39542;0,240
4FGL J0215.9+0521;;33,97921;5,40710;
GALEXASC J021608.28+;;34,00191;3,00331;
5BZQJ0216-0118;FSRQ;34,02358;-1,30092;2,803
5BZQJ0216-0105;FSRQ;34,05088;-1,08856;1,492
3HSPJ021616.6-481626;BL Lac;34,06925;-48,27389;0,169
5BZBJ0216+2314;;34,13371;23,24728;0,288
3FGL J0216.6-1019;;34,16198;-10,28417;
5BZQJ0216-7331;FSRQ;34,18600;-73,52789;2,679
5BZQJ0216-3247;FSRQ;34,20079;-32,79470;1,331
5BZBJ0216-6636;BL Lac;34,21187;-66,61180;0,673
NVSS J021655+051018;;34,23183;5,17177;
3FGL J0217.3+6209;;34,26049;62,19274;
5BZUJ0217-0820;;34,26108;-8,34789;0,607
5BZBJ0217+0837;BL Lac;34,32138;8,61778;
3HSPJ021729.3-642307;BL Lac;34,37225;-64,38522;0,660
3HSPJ021730.8-642313;;34,37830;-64,38690;
5BZQJ0217+7349;FSRQ;34,37838;73,82572;2,367
5BZQJ0217-7251;FSRQ;34,39875;-72,85775;0,293
5BZQJ0217-7347;FSRQ;34,43796;-73,78978;1,234
5BZQJ0217+0144;FSRQ;34,45396;1,74714;1,715
5BZQJ0218-0923;FSRQ;34,64321;-9,39400;1,447
4FGL J0218.9-2305;;34,66756;-23,12012;
3FGL J0218.9+3642;;34,70851;36,67849;
4FGL J0218.7+2640;;34,71034;26,67138;
3HSPJ021900.4+244521;BL Lac;34,75167;24,75572;
5BZBJ0219-1725;BL Lac;34,77292;-17,42031;0,128
5BZQJ0219+0120;FSRQ;34,77925;1,34997;1,623
3HSPJ021915.5-493454;BL Lac;34,81446;-49,58164;0,420
5BZBJ0219-1842;BL Lac;34,83817;-18,71075;
GB6 J0219+0727;;34,85702;7,45955;
3HSPJ021931.2-642152;BL Lac;34,88013;-64,36433;0,300
3HSPJ022006.4-391835;BL Lac;35,02654;-39,30975;
5BZQJ0220-1305;FSRQ;35,11758;-13,08864;1,445
5BZQJ0220-2151;FSRQ;35,14646;-21,85336;2,552
CRATES J022048+32411;;35,20022;32,68513;
5BZBJ0220-0842;BL Lac;35,20192;-8,71400;0,525
5BZUJ0220+2509;;35,21350;25,15767;0,482
5BZQJ0220-6330;FSRQ;35,22571;-63,50539;1,478
3HSPJ022105.0+063940;BL Lac;35,27075;6,66106;0,270
5BZUJ0221+3556;;35,27275;35,93714;0,944
4FGL J0221.2-1312;;35,30117;-13,04650;
GALEXASC J022134.87+;;35,36235;25,24268;
5BZQJ0222-1615;FSRQ;35,50304;-16,25458;0,698
3HSPJ022211.4-213736;BL Lac;35,54762;-21,62653;
4FGL J0221.8+3730;;35,56442;37,52100;
5BZBJ0222+4302;BL Lac;35,66504;43,03550;
5BZQJ0222-3441;FSRQ;35,73500;-34,69131;1,490
3HSPJ022304.5+682155;BL Lac;35,76883;68,36522;0,230
5BZBJ0223-1117;BL Lac;35,80933;-11,29397;0,200
B3 0220+390;;35,86831;39,21425;
3FGL J0223.5+6313;;35,87363;63,12177;
5BZQJ0223-5347;FSRQ;35,87863;-53,79442;0,569
3FGL J0224.1-7941;;35,91550;-79,67061;
PMN J0223-0925;;35,92005;-9,42256;
5BZQJ0223-1656;FSRQ;35,93233;-16,94381;1,015
GALEXASC J022404.29-;;36,01856;-18,84233;
NVSS J022411+161500;;36,04931;16,24955;
5BZQJ0224+0659;FSRQ;36,11846;6,98981;0,511
5BZQJ0225+1846;FSRQ;36,26946;18,78022;2,690
3FGL J0225.2-2602;;36,29537;-26,05522;
5BZGJ0225+3710;;36,36396;37,17433;0,033
3HSPJ022539.7-190035;BL Lac;36,41542;-19,00978;0,400
3HSPJ022540.8-561812;BL Lac;36,41991;-56,30339;0,320
PMN J0225-4503;;36,43137;-45,05458;
NVSS J022551+131046;;36,46387;13,17956;
5BZUJ0226+0937;;36,55704;9,62408;2,605
GB6 J0226+2311;;36,63029;23,19034;
PMN J0226+0937;;36,64274;9,64562;
5BZBJ0226-4441;BL Lac;36,66191;-44,68956;0,680
PMN J0226-0552;;36,66679;-5,87737;
PKS 0224-189;;36,69845;-18,72757;
3HSPJ022657.3+082730;BL Lac;36,73858;8,45844;0,400
4FGL J0227.0-1739;;36,76770;-17,62267;
5BZQJ0227+3931;FSRQ;36,78041;39,52781;1,571
5BZBJ0227+0202;BL Lac;36,81913;2,03333;0,450
5BZQJ0227-0848;FSRQ;36,88366;-8,80339;2,226
WN B0220.3+8153;;36,89249;82,10878;
5BZQJ0227-3026;FSRQ;36,91891;-30,43433;0,303
3FGL J0228.0+2248;;36,93484;22,80951;
3FGL J0228.7-3106;;37,05405;-31,04457;
5BZQJ0228-5546;FSRQ;37,09004;-55,76759;2,464
4FGL J0228.5-2234;;37,13372;-22,56420;
5BZQJ0228-3719;FSRQ;37,14054;-37,33231;2,154
5BZQJ0228+6721;FSRQ;37,20854;67,35084;0,523
5BZQJ0228-0337;FSRQ;37,22171;-3,62697;2,073
3HSPJ022855.8-292717;BL Lac;37,23258;-29,45461;0,540
3FGL J0228.5+6703;;37,34410;67,11042;
4FGL J0230.0-5236;;37,35528;-52,53944;
5BZQJ0229-3643;FSRQ;37,36854;-36,73244;2,115
5BZQJ0229-7847;FSRQ;37,39563;-78,79601;1,070
3HSPJ022941.2-412052;BL Lac;37,42159;-41,34772;
3HSPJ022948.2-512352;BL Lac;37,45087;-51,39764;0,380
5BZQJ0229-1031;FSRQ;37,49746;-10,52155;1,135
3HSPJ023006.0+194921;BL Lac;37,52483;19,82250;0,530
5BZQJ0230+4032;FSRQ;37,69046;40,54808;1,019
3HSPJ023109.3-575506;BL Lac;37,78863;-57,91833;0,032
5BZQJ0231-4746;FSRQ;37,79917;-47,76989;0,765
5BZQJ0231-5841;FSRQ;37,82054;-58,68522;2,079
5BZQJ0231+1322;FSRQ;37,94121;13,38186;2,065
5BZQJ0231-3935;FSRQ;37,96592;-39,59647;1,646
3HSPJ023231.1-251607;BL Lac;38,12975;-25,26858;0,500
3HSPJ023237.5+313128;BL Lac;38,15641;31,52453;0,510
3HSPJ023241.9-112020;BL Lac;38,17463;-11,33894;0,209
5BZGJ0232+2017;;38,20254;20,28814;0,139
3FGL J0232.9+2606;;38,23483;26,16192;
NVSS J023308+374201;;38,28340;37,70034;
5BZBJ0233+3442;;38,33508;34,71500;0,458
4FGL J0233.5+0654;;38,37495;6,92400;
3HSPJ023341.0+065611;BL Lac;38,42079;6,93642;0,310
5BZQJ0233+0229;FSRQ;38,45496;2,49031;0,321
3HSPJ023410.3-062826;BL Lac;38,54283;-6,47383;0,700
3HSPJ023430.6+804337;BL Lac;38,62754;80,72703;0,500
5BZQJ0235-4737;FSRQ;38,77675;-47,61961;1,504
5BZBJ0235-2938;BL Lac;38,90304;-29,64539;0,350
3HSPJ023605.6-215544;BL Lac;39,02317;-21,92881;0,380
5BZQJ0236-2953;FSRQ;39,12988;-29,89875;2,102
5BZQJ0236-6136;FSRQ;39,22187;-61,60422;0,467
SDSS J023700.77-0713;;39,25323;-7,21872;
5BZQJ0237+0526;FSRQ;39,30850;5,44722;0,561
NVSS J023720+200033;;39,33239;20,00882;
5BZBJ0237-3603;BL Lac;39,39179;-36,05791;0,411
4FGL J0237.7+0206;;39,40822;2,12849;0,022
OD 58;;39,41887;9,31712;
PKS 0235+017;;39,42408;1,97531;
5BZQJ0237+2848;FSRQ;39,46838;28,80250;1,206
3HSPJ023800.6-390505;BL Lac;39,50262;-39,08464;0,210
5BZBJ0238-0924;BL Lac;39,55692;-9,40872;0,419
CRATES J023819+15332;;39,58288;15,55626;
5BZBJ0238-3116;BL Lac;39,63537;-31,28283;0,233
5BZBJ0238+1636;BL Lac;39,66221;16,61647;0,940
3HSPJ023853.9+255407;BL Lac;39,72450;25,90195;0,380
NVWJ0238.5-3032;;39,73020;-30,53420;
5BZQJ0239-7626;FSRQ;39,75208;-76,44506;1,386
3HSPJ023905.5+132721;BL Lac;39,77304;13,45583;
3HSPJ023927.2+132738;BL Lac;39,86341;13,46067;0,500
CRATES J023939.13-13;;39,91304;-13,90267;
5BZQJ0239-0234;FSRQ;39,93946;-2,57803;1,116
5BZQJ0239+0416;FSRQ;39,96358;4,27261;0,978
5BZQJ0240+4216;FSRQ;40,02187;42,27292;1,700
4FGL J0240.6+3528;;40,17817;35,49071;
5BZQJ0240+1848;FSRQ;40,17842;18,80003;1,297
NVSS J024047-340018;;40,19870;-34,00626;
5BZBJ0240-0504;BL Lac;40,23400;-5,07833;
5BZUJ0241-0815;;40,27000;-8,25578;0,005
3HSPJ024115.5-304140;BL Lac;40,31454;-30,69447;0,300
3HSPJ024121.8+654312;BL Lac;40,34062;65,71992;0,180
3HSPJ024151.4-160333;BL Lac;40,46404;-16,05925;0,370
5BZQJ0242+2653;FSRQ;40,58679;26,89380;1,851
5BZUJ0242+1742;;40,60112;17,71633;0,551
5BZQJ0242+1101;FSRQ;40,62154;11,01686;2,680
NVWJ0242.3+1518;;40,65550;15,30560;
4FGL J0242.6+1735;;40,70091;17,61680;0,551
NVWJ0242.3-1620;;40,71390;-16,34330;
5BZBJ0243+0046;BL Lac;40,76221;0,77425;0,409
5BZQJ0243-0550;FSRQ;40,80196;-5,84869;1,805
5BZBJ0243+7120;BL Lac;40,87867;71,33831;
4FGL J0243.7+0321;;40,94102;3,33382;
5BZBJ0244-5819;BL Lac;41,16787;-58,33181;0,260
GB6 J0244+1320;;41,19039;13,33534;
PMN J0244-5948;;41,22075;-59,80164;
3HSPJ024507.9+184308;BL Lac;41,28271;18,71892;0,430
5BZQJ0245+2405;FSRQ;41,32025;24,09311;2,247
PMN J0245-0255;;41,33179;-2,94116;
5BZGJ0245-1107;;41,35396;-11,12133;0,098
4FGL J0245.5-4502;;41,47546;-44,99434;0,283
5BZQJ0246-4651;FSRQ;41,50050;-46,85478;1,385
5BZQJ0246-2945;FSRQ;41,54237;-29,75622;2,190
5BZQJ0246+1823;FSRQ;41,54925;18,39170;3,590
3HSPJ024641.8-334342;BL Lac;41,67425;-33,72839;0,650
TXS 0244-340;;41,69446;-33,85522;
5BZQJ0246-1236;FSRQ;41,74363;-12,60856;2,201
3HSPJ024743.4-481546;BL Lac;41,93063;-48,26270;
3HSPJ024751.7-225002;BL Lac;41,96525;-22,83392;0,550
3HSPJ024752.1+004106;BL Lac;41,96717;0,68506;0,393
4FGLJ0248.0+2232;;42,00296;22,52204;
3HSPJ024800.8+223120;BL Lac;42,00312;22,52219;0,540
5BZBJ0248-1631;BL Lac;42,03217;-16,52956;
5BZQJ0249+0619;FSRQ;42,32508;6,33108;1,881
4FGL J0249.7+4500;;42,40966;45,02268;
3FGL J0249.1+8438;;42,45139;84,59917;
5BZQJ0250-2731;FSRQ;42,55996;-27,52467;1,132
4FGL J0250.3-3422;;42,57577;-34,31328;
5BZBJ0250-2129;BL Lac;42,57896;-21,49453;0,498
3HSPJ025024.6+454201;BL Lac;42,60233;45,70022;0,210
5BZUJ0250+1712;;42,65816;17,20247;1,100
3HSPJ025047.6+562936;BL Lac;42,69821;56,49322;0,270
3HSPJ025056.8-324314;BL Lac;42,73684;-32,72042;
3HSPJ025057.2-122613;BL Lac;42,73838;-12,43703;
2MASS J02510919-8226293;BL Lac;42,78847;-82,44144;
3HSPJ025111.5-183113;BL Lac;42,79800;-18,52020;0,500
5BZQJ0251-6000;FSRQ;42,85933;-60,00175;1,373
5BZQJ0251+4315;FSRQ;42,89392;43,25439;1,310
5BZQJ0251+3734;FSRQ;42,99679;37,57178;1,818
3HSPJ025211.5+320432;BL Lac;43,04792;32,07558;0,200
5BZQJ0252-2219;FSRQ;43,19979;-22,32375;1,419
3FGL J0252.3+3830;;43,28703;38,59028;
4FGL J0254.5-7511;;43,29534;-75,22130;
5BZBJ0253-0124;BL Lac;43,31500;-1,40147;
5BZQJ0253+0006;FSRQ;43,33767;0,10000;1,339
5BZQJ0253-5441;FSRQ;43,37158;-54,69761;0,539
3FGL J0253.5+3216;;43,39021;32,28913;
3HSPJ025347.2-103135;BL Lac;43,44650;-10,52650;0,380
5BZQJ0253+5102;FSRQ;43,49004;51,04903;1,732
5BZQJ0254+2343;FSRQ;43,60300;23,72403;1,987
3HSPJ025426.4+160202;BL Lac;43,60987;16,03395;0,310
3HSPJ025434.3-454326;BL Lac;43,64304;-45,72392;
5BZQJ0254+3931;FSRQ;43,67763;39,52631;0,289
3HSPJ025448.2-125801;BL Lac;43,70071;-12,96703;
3FGL J0255.8+0532;;43,95638;5,56544;
5BZQJ0256-2137;FSRQ;44,05350;-21,62475;1,470
3FGL J0256.3+0335;;44,11742;3,55762;
5BZQJ0256-3315;FSRQ;44,17750;-33,25592;1,915
3HSPJ025707.9+335730;BL Lac;44,28279;33,95839;0,290
5BZQJ0257-1212;FSRQ;44,42083;-12,20039;1,391
5BZGJ0257+1847;;44,44012;18,78483;0,427
3HSPJ025756.1-271212;BL Lac;44,48375;-27,20342;0,680
5BZBJ0258+2030;BL Lac;44,53046;20,50044;
5BZQJ0258-3909;FSRQ;44,55850;-39,16130;3,449
5BZQJ0258-5052;FSRQ;44,66146;-50,86789;0,834
5BZQJ0258+0541;FSRQ;44,71054;5,68556;1,380
